Attaching to sophia-in-a-box-master_broker_1
[36mbroker_1                |[0m 
[36mbroker_1                |[0m [2020-11-06 05:28:10,896] INFO Replica loaded for partition _confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog-0 with initial high watermark 0 (kafka.cluster.Replica)
[36mbroker_1                |[0m [2020-11-06 05:28:10,897] INFO [Partition _confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog-0 broker=1] _confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog-0 starts at Leader Epoch 0 from offset 0. Previous Leader Epoch was: -1 (kafka.cluster.Partition)
[36mbroker_1                |[0m [2020-11-06 05:28:10,897] TRACE [Broker id=1] Stopped fetchers as part of become-leader request from controller 1 epoch 1 with correlation id 11 for partition _confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog-0 (last update controller epoch 1) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:10,897] TRACE [Broker id=1] Completed LeaderAndIsr request correlationId 11 from controller 1 epoch 1 for the become-leader transition for partition _confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:10,897] INFO [ReplicaAlterLogDirsManager on broker 1] Added fetcher for partitions List() (kafka.server.ReplicaAlterLogDirsManager)
[36mbroker_1                |[0m [2020-11-06 05:28:10,907] TRACE [Controller id=1 epoch=1] Received response {error_code=0,partitions=[{topic=_confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog,partition=0,error_code=0}]} for request LEADER_AND_ISR with correlation id 11 sent to broker broker:9092 (id: 1 rack: null) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:10,909] TRACE [Broker id=1] Cached leader info PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1], offlineReplicas=[]) for partition _confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog-0 in response to UpdateMetadata request sent by controller 1 epoch 1 with correlation id 12 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:10,917] TRACE [Controller id=1 epoch=1] Received response {error_code=0} for request UPDATE_METADATA with correlation id 12 sent to broker broker:9092 (id: 1 rack: null) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:10,925] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog finished:false header:: 277,3  replyHeader:: 277,168,-101  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,F  response::   (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:10,927] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics serverPath:/brokers/topics finished:false header:: 278,12  replyHeader:: 278,168,0  request:: '/brokers/topics,T  response:: v{'sophia.catalog.metadata,'test-1,'_confluent-controlcenter-5-1-0-1-MonitoringMessageAggregatorWindows-THREE_HOURS-changelog,'__consumer_offsets,'_schemas,'_confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog},s{8,8,1604640480991,1604640480991,0,6,0,0,0,6,165}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:10,931] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog finished:false header:: 279,5  replyHeader:: 279,169,-101  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,#7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22343332303030303030222c22726574656e74696f6e2e6d73223a22343332303030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,-1  response::   (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:10,934] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog finished:false header:: 280,1  replyHeader:: 280,170,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,#7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22343332303030303030222c22726574656e74696f6e2e6d73223a22343332303030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,v{s{31,s{'world,'anyone}}},0  response:: '/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:10,935] INFO Topic creation Map(_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 -> ArrayBuffer(1)) (kafka.zk.AdminZkClient)
[36mbroker_1                |[0m [2020-11-06 05:28:10,937] DEBUG Got notification sessionid:0x10000bf27630001 (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:10,937] DEBUG Got WatchedEvent state:SyncConnected type:NodeChildrenChanged path:/brokers/topics for sessionid 0x10000bf27630001 (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:10,937] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog finished:false header:: 281,1  replyHeader:: 281,171,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,#7b2276657273696f6e223a312c22706172746974696f6e73223a7b2230223a5b315d7d7d,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:11,024] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics serverPath:/brokers/topics finished:false header:: 282,12  replyHeader:: 282,171,0  request:: '/brokers/topics,T  response:: v{'test-1,'_confluent-controlcenter-5-1-0-1-MonitoringMessageAggregatorWindows-THREE_HOURS-changelog,'_schemas,'_confluent-controlcenter-5-1-0-1-aggregate-topic-partition-changelog,'_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,'sophia.catalog.metadata,'__consumer_offsets},s{8,8,1604640480991,1604640480991,0,7,0,0,0,7,171}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:11,032] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog finished:false header:: 283,4  replyHeader:: 283,171,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,T  response:: #7b2276657273696f6e223a312c22706172746974696f6e73223a7b2230223a5b315d7d7d,s{171,171,1604640490936,1604640490936,0,0,0,0,36,0,171}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:11,032] INFO [Controller id=1] New topics: [Set(_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog)], deleted topics: [Set()], new partition replica assignment [Map(_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 -> Vector(1))] (kafka.controller.KafkaController)
[36mbroker_1                |[0m [2020-11-06 05:28:11,032] INFO [Controller id=1] New partition creation callback for _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 (kafka.controller.KafkaController)
[36mbroker_1                |[0m [2020-11-06 05:28:11,032] TRACE [Controller id=1 epoch=1] Changed partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 state from NonExistentPartition to NewPartition with assigned replicas 1 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:11,033] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 from NonExistentReplica to NewReplica (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:11,035] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions finished:false header:: 284,1  replyHeader:: 284,172,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions,,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:11,037] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions/0 serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions/0 finished:false header:: 285,1  replyHeader:: 285,173,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions/0,,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions/0  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:11,039] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions/0/state serverPath:/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions/0/state finished:false header:: 286,1  replyHeader:: 286,174,0  request:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions/0/state,#7b22636f6e74726f6c6c65725f65706f6368223a312c226c6561646572223a312c2276657273696f6e223a312c226c65616465725f65706f6368223a302c22697372223a5b315d7d,v{s{31,s{'world,'anyone}}},0  response:: '/brokers/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog/partitions/0/state  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:11,040] TRACE [Controller id=1 epoch=1] Changed partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 from NewPartition to OnlinePartition with state LeaderAndIsr(leader=1, leaderEpoch=0, isr=List(1), zkVersion=0) (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:11,040] TRACE [Controller id=1 epoch=1] Sending become-leader LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=1, zkVersion=0, replicas=1, isNew=true) to broker 1 for partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:11,040] TRACE [Controller id=1 epoch=1] Sending UpdateMetadata request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=[1], zkVersion=0, replicas=[1], offlineReplicas=[]) to brokers Set(1) for partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:11,041] TRACE [Controller id=1 epoch=1] Changed state of replica 1 for partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 from NewReplica to OnlineReplica (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:11,042] TRACE [Broker id=1] Received LeaderAndIsr request PartitionState(controllerEpoch=1, leader=1, leaderEpoch=0, isr=1, zkVersion=0, replicas=1, isNew=true) correlation id 13 from controller 1 epoch 1 for partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:11,043] TRACE [Broker id=1] Handling LeaderAndIsr request correlationId 13 from controller 1 epoch 1 starting the become-leader transition for partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 (state.change.logger)
[36mbroker_1                |[0m [2020-11-06 05:28:11,044] INFO [ReplicaFetcherManager on broker 1] Removed fetcher for partitions _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 (kafka.server.ReplicaFetcherManager)
[36mbroker_1                |[0m [2020-11-06 05:28:11,045] DEBUG Reading reply sessionid:0x10000bf27630001, packet:: clientPath:/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog serverPath:/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog finished:false header:: 287,4  replyHeader:: 287,174,0  request:: '/config/topics/_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog,F  response:: #7b2276657273696f6e223a312c22636f6e666967223a7b226d6573736167652e74696d657374616d702e74797065223a2243726561746554696d65222c227365676d656e742e6279746573223a22313334323137373238222c2264656c6574652e726574656e74696f6e2e6d73223a22343332303030303030222c22726574656e74696f6e2e6d73223a22343332303030303030222c226d696e2e696e73796e632e7265706c69636173223a2231222c22636c65616e75702e706f6c696379223a22636f6d706163742c64656c657465222c22726574656e74696f6e2e6279746573223a222d31222c226d6573736167652e74696d657374616d702e646966666572656e63652e6d61782e6d73223a2239323233333732303336383534373735383037227d7d,s{170,170,1604640490933,1604640490933,0,0,0,0,294,0,170}  (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:28:11,049] INFO [Log partition=_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0, dir=/var/lib/kafka/data] Loading producer state till offset 0 with message format version 2 (kafka.log.Log)
[36mbroker_1                |[0m [2020-11-06 05:28:11,049] INFO [Log partition=_confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0, dir=/var/lib/kafka/data] Completed load of log with 1 segments, log start offset 0 and log end offset 0 in 1 ms (kafka.log.Log)
[36mbroker_1                |[0m [2020-11-06 05:28:11,051] INFO Created log for partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 in /var/lib/kafka/data with properties {compression.type -> producer, message.format.version -> 2.0-IV1, file.delete.delay.ms -> 60000, max.message.bytes -> 1000012, min.compaction.lag.ms -> 0, message.timestamp.type -> CreateTime, message.downconversion.enable -> true, min.insync.replicas -> 1, segment.jitter.ms -> 0, preallocate -> false, min.cleanable.dirty.ratio -> 0.5, index.interval.bytes -> 4096, unclean.leader.election.enable -> false, retention.bytes -> -1, delete.retention.ms -> 432000000, cleanup.policy -> compact,delete, flush.ms -> 9223372036854775807, segment.ms -> 604800000, segment.bytes -> 134217728, retention.ms -> 432000000, message.timestamp.difference.max.ms -> 9223372036854775807, segment.index.bytes -> 10485760, flush.messages -> 9223372036854775807}. (kafka.log.LogManager)
[36mbroker_1                |[0m [2020-11-06 05:28:11,053] INFO [Partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 broker=1] No checkpointed highwatermark is found for partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 (kafka.cluster.Partition)
[36mbroker_1                |[0m [2020-11-06 05:28:11,053] INFO Replica loaded for partition _confluent-controlcenter-5-1-0-1-Group-ONE_MINUTE-changelog-0 with initial high watermark 0 (kafka.cluster.Replica)
